"ESP","Spain","TIME00","2000","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",30.4,,
"ESP","Spain","TIME00","2000","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",29.6,,
"ESP","Spain","TIME00","2000","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",31.3,,
"ESP","Spain","TIME01","2001","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",24.8,,
"ESP","Spain","TIME01","2001","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",24,,
"ESP","Spain","TIME01","2001","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",25.6,,
"ESP","Spain","TIME02","2002","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",26.9,,
"ESP","Spain","TIME02","2002","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",26.1,,
"ESP","Spain","TIME02","2002","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",27.7,,
"ESP","Spain","TIME03","2003","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",28.1,,
"ESP","Spain","TIME03","2003","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",27.2,,
"ESP","Spain","TIME03","2003","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",28.9,,
"ESP","Spain","TIME04","2004","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",25.8,,
"ESP","Spain","TIME04","2004","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",25,,
"ESP","Spain","TIME04","2004","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",26.5,,
"ESP","Spain","TIME05","2005","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",26.6,,
"ESP","Spain","TIME05","2005","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",25.8,,
"ESP","Spain","TIME05","2005","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",27.3,,
"ESP","Spain","TIME06","2006","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",21.3,,
"ESP","Spain","TIME06","2006","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",20.7,,
"ESP","Spain","TIME06","2006","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",22,,
"ESP","Spain","TIME07","2007","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",23.2,,
"ESP","Spain","TIME07","2007","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",22.5,,
"ESP","Spain","TIME07","2007","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",23.9,,
"ESP","Spain","TIME08","2008","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",22,,
"ESP","Spain","TIME08","2008","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",21.3,,
"ESP","Spain","TIME08","2008","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",22.6,,
"ESP","Spain","TIME09","2009","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",21.7,,
"ESP","Spain","TIME09","2009","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",21,,
"ESP","Spain","TIME09","2009","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",22.3,,
"ESP","Spain","TIME10","2010","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",19.8,,
"ESP","Spain","TIME10","2010","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",19.1,,
"ESP","Spain","TIME10","2010","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",20.4,,
"ESP","Spain","TIME11","2011","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",18.7,,
"ESP","Spain","TIME11","2011","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",18.1,,
"ESP","Spain","TIME11","2011","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",19.3,,
"ESP","Spain","TIME12","2012","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",21.3,,
"ESP","Spain","TIME12","2012","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",20.6,,
"ESP","Spain","TIME12","2012","ADMRASTH","Asthma hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",21.9,,
"ESP","Spain","TIME00","2000","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",408.3,,
"ESP","Spain","TIME00","2000","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",405,,
"ESP","Spain","TIME00","2000","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",411.6,,
"ESP","Spain","TIME01","2001","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",372.3,,
"ESP","Spain","TIME01","2001","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",369.2,,
"ESP","Spain","TIME01","2001","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",375.4,,
"ESP","Spain","TIME02","2002","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",420.6,,
"ESP","Spain","TIME02","2002","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",417.3,,
"ESP","Spain","TIME02","2002","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",423.9,,
"ESP","Spain","TIME03","2003","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",439.9,,
"ESP","Spain","TIME03","2003","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",436.6,,
"ESP","Spain","TIME03","2003","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",443.2,,
"ESP","Spain","TIME04","2004","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",408,,
"ESP","Spain","TIME04","2004","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",404.9,,
"ESP","Spain","TIME04","2004","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",411.2,,
"ESP","Spain","TIME05","2005","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",447.4,,
"ESP","Spain","TIME05","2005","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",444.2,,
"ESP","Spain","TIME05","2005","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",450.7,,
"ESP","Spain","TIME06","2006","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",403,,
"ESP","Spain","TIME06","2006","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",400,,
"ESP","Spain","TIME06","2006","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",406.1,,
"ESP","Spain","TIME07","2007","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",459.3,,
"ESP","Spain","TIME07","2007","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",456.1,,
"ESP","Spain","TIME07","2007","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",462.5,,
"ESP","Spain","TIME08","2008","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",431.3,,
"ESP","Spain","TIME08","2008","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",428.2,,
"ESP","Spain","TIME08","2008","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",434.4,,
"ESP","Spain","TIME09","2009","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",423.2,,
"ESP","Spain","TIME09","2009","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",420.2,,
"ESP","Spain","TIME09","2009","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",426.2,,
"ESP","Spain","TIME10","2010","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",392.7,,
"ESP","Spain","TIME10","2010","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",389.9,,
"ESP","Spain","TIME10","2010","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",395.6,,
"ESP","Spain","TIME11","2011","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",386.1,,
"ESP","Spain","TIME11","2011","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",383.3,,
"ESP","Spain","TIME11","2011","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",388.9,,
"ESP","Spain","TIME12","2012","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",371.7,,
"ESP","Spain","TIME12","2012","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",369,,
"ESP","Spain","TIME12","2012","ADMRCOPD","Chronic obstructive pulmonary disease hospital admission","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",374.4,,
"ESP","Spain","TIME00","2000","ADMRCHFL","Congestive heart failure hospital admission","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_MPOP","Age-sex standardised rate per 100 000 population",120.1,,
"ESP","Spain","TIME00","2000","ADMRCHFL","Congestive heart failure hospital admission","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",118.3,,
